UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
8171,3,299.9,311.3,1522,45.7,153,0,No Failure
8172,2,300,311.4,1641,34.5,155,0,No Failure
8173,3,299.9,311.4,1596,28.9,160,0,No Failure
8174,2,299.9,311.4,1497,37,162,0,No Failure
8175,3,299.9,311.3,1371,52.3,167,0,No Failure
8176,1,299.9,311.3,1445,41.2,169,0,No Failure
8177,3,299.8,311.2,1564,40,172,0,No Failure
8178,3,299.7,311.1,1439,44.9,174,0,No Failure
8179,3,299.7,311.2,1352,52.1,176,0,No Failure
8180,3,299.8,311.3,1560,35.4,178,0,No Failure
8181,1,299.7,311.2,1616,42.3,180,0,No Failure
8182,3,299.7,311.2,1835,23.7,183,0,No Failure
8183,1,299.7,311.1,1649,32.7,185,0,No Failure
8184,3,299.8,311.1,1452,47.3,188,0,No Failure
8185,3,299.8,311.1,2144,17.7,190,0,No Failure
8186,3,299.7,311.1,1554,41,192,0,No Failure
8187,3,299.7,311,1827,25.4,194,0,No Failure
8188,3,299.6,310.9,1448,46.3,196,0,No Failure
8189,1,299.6,310.9,1530,38.8,198,0,No Failure
8190,3,299.7,311,1983,21,201,0,No Failure
8191,1,299.7,310.9,1620,37.2,203,0,No Failure
8192,1,299.6,310.9,1630,29.8,206,0,No Failure
8193,3,299.6,310.9,1229,65.2,209,1,Overstrain Failure
8194,3,299.5,310.8,1873,22.3,211,0,No Failure
8195,3,299.4,310.7,1426,45.7,213,0,No Failure
8196,3,299.4,310.8,1376,53.9,215,1,Overstrain Failure
8197,3,299.4,310.8,1622,33.6,217,0,No Failure
8198,1,299.4,310.7,1492,45.7,219,0,No Failure
8199,1,299.3,310.7,1374,48.9,222,0,No Failure
8200,3,299.2,310.7,1737,27,225,1,Tool Wear Failure
8201,3,299.3,310.8,1426,42.4,0,0,No Failure
8202,1,299.3,310.9,1826,25.1,2,0,No Failure
8203,3,299.3,310.9,1669,32.4,5,0,No Failure
8204,1,299.4,310.9,1473,40.1,7,0,No Failure
8205,3,299.4,310.9,1751,27.8,10,0,No Failure
8206,1,299.4,310.9,1446,47.3,12,0,No Failure
8207,3,299.3,310.8,1483,43.5,15,0,No Failure
8208,3,299.2,310.7,1535,42.6,17,0,No Failure
8209,3,299.2,310.7,1477,44,19,0,No Failure
8210,3,299.3,310.8,1391,46.9,21,0,No Failure
8211,2,299.2,310.7,1636,29.4,23,0,No Failure
8212,3,299.2,310.6,1675,33.3,28,0,No Failure
8213,2,299.2,310.5,1329,48.9,30,0,No Failure
8214,1,299.2,310.5,1548,33.5,35,0,No Failure
8215,3,299.2,310.5,1391,45.8,38,0,No Failure
8216,3,299.1,310.5,1437,43.1,40,0,No Failure
8217,3,299.2,310.6,1370,61.9,42,0,No Failure
8218,3,299.1,310.6,1577,37.1,44,0,No Failure
8219,3,299.1,310.5,1485,37.8,46,0,No Failure
8220,3,299,310.4,1504,34.3,48,0,No Failure
8221,1,298.9,310.3,1551,35.2,50,0,No Failure
8222,1,299.1,310.5,1428,43,53,0,No Failure
8223,3,299,310.5,1755,27.9,56,0,No Failure
8224,3,299.1,310.5,1329,54.9,58,0,No Failure
8225,3,299.1,310.5,1496,35.2,60,0,No Failure
8226,3,299.1,310.5,1532,36.6,62,0,No Failure
8227,3,299.1,310.5,1389,61.4,64,0,No Failure
8228,1,299.1,310.4,1524,51.4,66,0,No Failure
8229,1,299.1,310.4,1422,49.3,69,0,No Failure
8230,3,299.1,310.5,1739,27.4,72,0,No Failure
8231,3,299.1,310.5,1736,26.9,74,0,No Failure
8232,3,299.1,310.5,1419,48.8,76,0,No Failure
8233,3,299.1,310.6,1326,49.7,78,0,No Failure
8234,1,299.1,310.6,1449,43.2,80,0,No Failure
8235,3,299.2,310.6,1534,39.7,83,0,No Failure
8236,1,299.2,310.6,1443,50.9,85,0,No Failure
8237,3,299.2,310.6,1498,41.1,88,0,No Failure
8238,3,299.1,310.6,1796,26,90,0,No Failure
8239,3,299.1,310.4,1519,45.3,92,0,No Failure
8240,3,299,310.4,1339,49.6,94,0,No Failure
8241,3,299,310.4,1483,41.5,96,0,No Failure
8242,1,298.9,310.2,2099,20,98,0,No Failure
8243,1,299,310.3,1689,29.7,101,0,No Failure
8244,2,299.1,310.4,1369,54.5,104,0,No Failure
8245,3,299,310.4,1512,38.8,109,0,No Failure
8246,1,299,310.3,1303,68.6,111,1,Power Failure
8247,3,299,310.3,1552,39.9,114,0,No Failure
8248,3,299,310.4,1713,28,116,0,No Failure
8249,3,298.9,310.3,1456,44.1,118,0,No Failure
8250,3,299,310.4,1524,39.8,120,0,No Failure
8251,1,299,310.4,1394,45.2,122,0,No Failure
8252,3,299,310.4,1981,21.2,125,0,No Failure
8253,3,299,310.4,1565,36.1,127,0,No Failure
8254,3,299.1,310.4,1657,31,129,0,No Failure
8255,1,299,310.4,1625,37.1,131,0,No Failure
8256,3,299,310.4,1606,31.1,134,0,No Failure
8257,2,299,310.5,1336,56.8,136,0,No Failure
8258,1,299,310.6,1587,34.2,141,0,No Failure
8259,3,299.1,310.6,1602,39.7,144,0,No Failure
8260,3,299.1,310.5,1471,38.4,146,0,No Failure
8261,2,299.1,310.6,1332,48,148,0,No Failure
8262,2,299.2,310.6,1434,48.4,153,0,No Failure
8263,3,299.1,310.6,1921,23.9,158,0,No Failure
8264,2,299.2,310.6,1704,30.6,160,0,No Failure
8265,1,299.1,310.6,1397,49.5,165,0,No Failure
8266,2,299.1,310.6,1791,28,168,0,No Failure
8267,3,299.1,310.6,1818,24.1,173,0,No Failure
8268,3,299.2,310.7,1540,36.3,175,0,No Failure
8269,1,299.2,310.8,1502,39.8,177,0,No Failure
8270,2,299.2,310.8,1761,30.4,180,0,No Failure
8271,1,299.1,310.8,1517,38.4,185,0,No Failure
8272,3,299.1,310.7,1309,51.1,188,0,No Failure
8273,3,298.9,310.6,1363,52.6,190,0,No Failure
8274,1,299,310.6,1787,22.2,192,0,No Failure
8275,3,298.9,310.5,1640,29.2,195,0,No Failure
8276,1,298.9,310.6,1720,25.3,197,0,No Failure
8277,3,298.8,310.5,1384,52.8,200,0,No Failure
8278,2,298.8,310.5,1294,55.8,202,0,No Failure
8279,3,298.8,310.5,1464,46.4,207,0,No Failure
8280,3,298.8,310.6,1803,25.4,209,0,No Failure
8281,3,298.8,310.6,1602,39.1,211,0,No Failure
8282,2,298.9,310.6,1519,38.8,213,0,No Failure
8283,1,298.9,310.7,1638,33.6,218,0,No Failure
8284,2,298.9,310.6,1615,33,221,0,No Failure
8285,3,298.8,310.6,1651,33.3,0,0,No Failure
8286,3,298.9,310.6,1387,52.7,2,0,No Failure
8287,1,298.8,310.5,1678,32.8,4,0,No Failure
8288,3,298.9,310.6,1585,38.1,7,0,No Failure
8289,1,298.8,310.6,1640,33.8,9,0,No Failure
8290,3,298.9,310.6,1406,43.8,12,0,No Failure
8291,1,298.9,310.6,1679,35.8,14,0,No Failure
8292,3,298.9,310.5,1717,26.9,17,0,No Failure
8293,2,298.9,310.5,1429,39.9,19,0,No Failure
8294,1,298.9,310.4,1533,44.4,24,0,No Failure
8295,1,298.9,310.5,1525,38.5,27,0,No Failure
8296,3,298.9,310.4,1739,26.3,30,0,No Failure
8297,3,298.9,310.3,1436,39,32,0,No Failure
8298,1,298.8,310.2,1595,33.1,34,0,No Failure
8299,2,298.7,310.1,1435,45.6,37,0,No Failure
8300,3,298.7,310,1637,31.8,42,0,No Failure
8301,3,298.7,310.1,1558,37.6,44,0,No Failure
8302,1,298.7,310.1,1644,34.1,46,0,No Failure
8303,3,298.7,310.1,1641,31.1,49,0,No Failure
8304,3,298.8,310.2,1504,41,51,0,No Failure
8305,1,298.7,310.1,1506,50.7,53,0,No Failure
8306,2,298.8,310.1,1380,44,56,0,No Failure
8307,1,298.7,310.1,1549,42.5,61,0,No Failure
8308,1,298.7,310.1,1402,69.7,64,1,Power Failure
8309,3,298.7,310.1,1401,45.3,67,0,No Failure
8310,1,298.7,310,1459,40.2,69,0,No Failure
8311,3,298.7,309.9,1465,39.7,72,0,No Failure
8312,1,298.8,310,1295,52.7,74,0,No Failure
8313,1,298.8,310,1529,38.5,77,0,No Failure
8314,1,298.8,310,1484,44.9,80,0,No Failure
8315,3,298.8,309.9,1739,30.6,83,0,No Failure
8316,2,298.7,309.8,1422,40.7,85,0,No Failure
8317,3,298.8,309.8,1463,40,90,0,No Failure
8318,3,298.7,309.7,1667,30.4,92,0,No Failure
8319,2,298.7,309.7,1565,39.3,94,0,No Failure
8320,3,298.7,309.7,1393,45.7,99,0,No Failure
8321,1,298.8,309.7,1453,47.7,101,0,No Failure
8322,3,298.8,309.6,1442,50,104,0,No Failure
8323,3,298.7,309.6,1364,44.9,106,0,No Failure
8324,2,298.7,309.5,1453,40.4,108,0,No Failure
8325,1,298.7,309.5,1394,46,113,0,No Failure
8326,1,298.7,309.5,1500,38.8,116,0,No Failure
8327,2,298.6,309.5,1523,34.2,119,0,No Failure
8328,1,298.7,309.6,1254,57.1,124,0,No Failure
8329,3,298.6,309.5,1325,52.2,127,0,No Failure
8330,3,298.8,309.7,1424,49.6,129,0,No Failure
8331,3,298.8,309.7,1505,39,131,0,No Failure
8332,1,298.8,309.7,1392,48.7,133,0,No Failure
8333,3,298.8,309.7,1529,44,136,0,No Failure
8334,1,298.8,309.7,1477,48.5,138,0,No Failure
8335,1,298.8,309.7,1459,47.3,141,0,No Failure
8336,1,299,309.8,2240,15.9,144,0,No Failure
8337,3,298.9,309.7,1449,48.8,147,0,No Failure
8338,1,298.8,309.7,1589,35.3,149,0,No Failure
8339,3,298.8,309.7,1740,28.5,152,0,No Failure
8340,1,298.8,309.7,1499,40.3,154,0,No Failure
8341,1,298.8,309.7,1480,38.1,157,0,No Failure
8342,3,298.8,309.7,1751,29.6,160,0,No Failure
8343,3,298.7,309.7,1510,40.6,162,0,No Failure
8344,2,298.8,309.8,1437,48.2,164,0,No Failure
8345,3,298.8,309.7,1609,40.4,169,0,No Failure
8346,2,298.8,309.8,1490,35.9,171,0,No Failure
8347,3,298.7,309.7,1601,35.7,176,0,No Failure
8348,3,298.7,309.6,1665,31.1,178,0,No Failure
8349,1,298.7,309.6,1452,42.7,180,0,No Failure
8350,1,298.7,309.5,1487,33.6,183,0,No Failure
8351,1,298.7,309.6,1382,48.1,186,0,No Failure
8352,1,298.7,309.6,1686,26.2,189,0,No Failure
8353,3,298.6,309.6,1491,36.9,192,0,No Failure
8354,3,298.7,309.6,1442,55.6,194,0,No Failure
8355,3,298.6,309.6,1390,50.3,196,0,No Failure
8356,3,298.7,309.6,1502,46.7,198,0,No Failure
8357,1,298.6,309.6,1344,59.4,200,0,No Failure
8358,3,298.5,309.5,1385,46.3,203,1,Tool Wear Failure
8359,3,298.7,309.7,1547,37.4,0,0,No Failure
8360,1,298.6,309.6,1525,42.4,2,0,No Failure
8361,3,298.6,309.6,1540,35.8,5,0,No Failure
8362,3,298.6,309.5,1450,44.3,7,0,No Failure
8363,3,298.6,309.6,1353,62.5,9,0,No Failure
8364,3,298.8,309.7,1582,45,11,0,No Failure
8365,3,298.9,309.8,1396,49,13,0,No Failure
8366,1,298.8,309.8,1551,36.6,15,0,No Failure
8367,1,298.9,309.8,1836,22.8,18,0,No Failure
8368,3,298.9,309.8,1390,49.9,21,0,No Failure
8369,3,298.9,309.8,1534,42.1,23,0,No Failure
8370,3,298.8,309.7,1953,20.6,25,0,No Failure
8371,3,298.8,309.8,1634,33.6,27,0,No Failure
8372,3,298.7,309.7,1881,21.7,29,0,No Failure
8373,1,298.8,309.7,1448,44.8,31,0,No Failure
8374,1,298.7,309.7,1362,50.5,34,0,No Failure
8375,3,298.8,309.7,1225,63.4,37,0,No Failure
8376,1,298.8,309.6,1384,48.2,39,0,No Failure
8377,3,298.8,309.8,1334,49.3,42,0,No Failure
8378,3,298.8,309.7,1336,50.3,44,0,No Failure
8379,1,298.8,309.9,1331,61.6,46,0,No Failure
8380,3,298.8,309.9,1629,31.9,49,0,No Failure
8381,3,298.9,310,1776,25.7,51,0,No Failure
8382,2,298.8,310,1530,38.3,53,0,No Failure
8383,3,298.9,310,1719,27.3,58,0,No Failure
8384,1,298.8,309.9,1495,35.2,60,0,No Failure
8385,3,298.8,309.7,1450,43.1,63,0,No Failure
8386,2,298.8,309.8,1563,38.8,65,0,No Failure
8387,1,298.9,309.9,1501,37.1,70,0,No Failure
8388,3,298.8,309.9,1351,47.2,73,0,No Failure
8389,3,298.9,309.9,1365,46.5,75,0,No Failure
8390,3,298.8,309.9,1525,39.7,77,0,No Failure
8391,1,298.8,309.8,1288,61.9,79,0,No Failure
8392,3,298.6,309.6,1423,42.7,82,0,No Failure
8393,1,298.5,309.6,1502,39.4,84,0,No Failure
8394,3,298.5,309.5,1428,43.5,87,0,No Failure
8395,1,298.6,309.5,1566,38.1,89,0,No Failure
8396,1,298.5,309.5,1483,44.8,92,0,No Failure
8397,2,298.6,309.6,1593,33.3,95,0,No Failure
8398,3,298.5,309.6,1724,26.4,100,0,No Failure
8399,3,298.5,309.7,2617,12.1,102,1,Power Failure
8400,3,298.6,309.7,1294,59.4,104,0,No Failure
8401,3,298.6,309.6,1533,40.7,106,0,No Failure
8402,2,298.5,309.4,1671,31.8,108,0,No Failure
8403,3,298.5,309.5,1370,52.4,113,0,No Failure
8404,3,298.5,309.6,1462,45.1,115,0,No Failure
8405,3,298.4,309.5,1545,36.6,117,0,No Failure
8406,1,298.4,309.5,1484,41.7,119,0,No Failure
8407,1,298.4,309.5,1344,45.3,122,0,No Failure
8408,3,298.4,309.5,1357,50.1,125,0,No Failure
8409,1,298.5,309.6,1572,33,127,0,No Failure
8410,3,298.5,309.6,1861,26.9,130,0,No Failure
8411,3,298.5,309.5,1548,44.5,132,0,No Failure
8412,3,298.6,309.8,1496,37.7,134,0,No Failure
8413,1,298.6,309.7,1314,49.7,136,0,No Failure
8414,1,298.6,309.7,1422,49.7,139,0,No Failure
8415,3,298.6,309.8,1842,20.1,142,0,No Failure
8416,1,298.7,309.9,1434,53,144,0,No Failure
8417,1,298.8,310.1,1585,31.3,147,0,No Failure
8418,2,298.8,310.1,1704,30.7,150,0,No Failure
8419,3,298.9,310.2,1971,23.2,155,0,No Failure
8420,3,299,310.3,1431,39.9,157,0,No Failure
8421,3,298.9,310.4,1546,37.7,159,0,No Failure
8422,3,298.9,310.3,1496,36.3,161,0,No Failure
8423,2,298.9,310.3,1243,63,163,0,No Failure
8424,3,299,310.4,1452,46.2,168,0,No Failure
8425,3,299.1,310.6,1380,44.7,170,0,No Failure
8426,3,299.2,310.6,1567,38.4,172,0,No Failure
8427,3,299.1,310.5,1628,35.9,174,0,No Failure
8428,3,299.1,310.4,1505,46.1,176,0,No Failure
8429,1,299,310.3,1827,28,178,0,No Failure
8430,3,299,310.3,1577,40,181,0,No Failure
8431,3,298.9,310.2,1304,57.2,183,0,No Failure
8432,2,298.9,310.1,1324,54.6,185,0,No Failure
8433,3,298.8,310,1537,39.9,190,0,No Failure
8434,1,298.8,310.1,1501,48.7,192,0,No Failure
8435,1,298.7,309.9,1654,29.1,195,0,No Failure
8436,1,298.7,310,1519,38.1,198,0,No Failure
8437,3,298.7,309.9,1371,51.3,201,0,No Failure
8438,3,298.7,309.8,1181,65.9,203,1,Overstrain Failure
8439,3,298.6,309.8,1469,42.8,205,0,No Failure
8440,3,298.6,309.8,1637,34.6,207,0,No Failure
8441,3,298.6,309.8,1370,56,0,0,No Failure
8442,3,298.6,309.9,1630,30.6,2,0,No Failure
8443,3,298.6,310,1517,39,4,0,No Failure
8444,1,298.6,309.9,1668,32.3,6,0,No Failure
8445,1,298.6,309.9,1818,24.9,9,0,No Failure
8446,1,298.6,310,1541,36.9,12,0,No Failure
8447,3,298.5,309.9,1482,42.1,15,0,No Failure
8448,3,298.6,310.1,1439,49.9,17,0,No Failure
8449,3,298.5,310,1492,41.2,19,0,No Failure
8450,3,298.4,309.9,1725,27.8,21,0,No Failure
8451,3,298.4,310,1559,44.2,23,0,No Failure
8452,3,298.5,310,1435,42.5,25,0,No Failure
8453,1,298.6,310,1512,37.5,27,0,No Failure
8454,3,298.6,309.9,1564,37.1,30,0,No Failure
8455,3,298.6,310,1522,40.3,32,0,No Failure
8456,3,298.6,309.9,1356,59.5,34,0,No Failure
8457,3,298.6,309.9,1556,38.6,36,0,No Failure
8458,3,298.6,309.9,1393,45.5,38,0,No Failure
8459,3,298.7,309.9,1753,26.8,40,0,No Failure
8460,3,298.7,309.9,1651,29.5,42,0,No Failure
8461,3,298.7,309.9,1372,54.7,44,0,No Failure
8462,3,298.7,309.9,1446,43.3,46,0,No Failure
8463,1,298.7,309.8,1501,44.7,48,0,No Failure
8464,1,298.7,309.9,1411,45.1,51,0,No Failure
8465,2,298.6,309.7,1672,27.5,54,0,No Failure
8466,1,298.7,309.8,1475,40.5,59,0,No Failure
8467,3,298.7,309.8,1469,38.4,62,0,No Failure
8468,3,298.6,309.8,1704,28.3,64,0,No Failure
8469,2,298.6,309.7,1463,39.1,66,0,No Failure
8470,1,298.6,309.7,1280,64.1,71,0,No Failure
8471,3,298.7,309.9,1464,38,74,0,No Failure
8472,3,298.6,309.8,1332,46.4,76,0,No Failure
8473,3,298.5,309.7,1634,37.8,78,0,No Failure
8474,1,298.6,309.8,1430,43.1,80,0,No Failure
8475,1,298.5,309.7,1523,44.6,83,0,No Failure
8476,1,298.5,309.7,1557,37.7,86,0,No Failure
8477,3,298.5,309.6,1585,32.2,89,0,No Failure
8478,2,298.5,309.6,1579,33.5,91,0,No Failure
8479,1,298.5,309.7,1354,60.8,96,0,No Failure
8480,3,298.6,309.7,1627,33.4,99,0,No Failure
8481,3,298.4,309.6,1477,35.6,101,0,No Failure
8482,1,298.3,309.4,1595,29,103,0,No Failure
8483,3,298.4,309.5,1520,38.1,106,0,No Failure
8484,3,298.3,309.4,1618,31.5,108,0,No Failure
8485,3,298.4,309.5,1397,50.3,110,0,No Failure
8486,3,298.4,309.5,1450,47.9,112,0,No Failure
8487,1,298.5,309.5,1501,40.2,114,0,No Failure
8488,3,298.4,309.4,1392,50.1,117,0,No Failure
8489,3,298.4,309.4,1385,43.2,119,0,No Failure
8490,3,298.4,309.4,1461,46.3,121,0,No Failure
8491,1,298.5,309.6,1364,58.7,123,0,No Failure
8492,3,298.5,309.5,1579,38.6,126,0,No Failure
8493,1,298.4,309.5,1514,38.8,128,0,No Failure
8494,1,298.3,309.5,1560,36.9,131,0,No Failure
8495,3,298.3,309.5,1542,36.7,134,0,No Failure
8496,3,298.3,309.4,1668,27.1,136,0,No Failure
8497,1,298.3,309.4,1816,22.6,138,0,No Failure
8498,1,298.3,309.4,1509,34.2,141,0,No Failure
8499,3,298.4,309.6,1479,37.8,144,0,No Failure
8500,3,298.4,309.6,1655,30.2,146,0,No Failure
8501,3,298.3,309.5,1711,30.3,148,0,No Failure
8502,3,298.4,309.7,1581,34.6,150,0,No Failure
8503,2,298.6,309.8,1279,55.9,152,0,No Failure
8504,3,298.5,309.8,1468,40.9,157,0,No Failure
8505,3,298.4,309.7,1419,41.3,159,0,No Failure
8506,3,298.4,309.7,1530,38.6,161,0,No Failure
8507,3,298.4,309.6,1710,27.3,163,1,No Failure
8508,3,298.4,309.7,1518,39.8,165,0,No Failure
8509,1,298.4,309.7,1679,33.3,167,0,No Failure
8510,1,298.4,309.7,1870,22.5,170,0,No Failure
8511,3,298.3,309.7,1484,44.3,173,0,No Failure
8512,3,298.4,309.7,1457,44.2,175,0,No Failure
8513,2,298.3,309.6,1546,36.2,177,0,No Failure
8514,1,298.2,309.5,1478,36.5,182,0,No Failure
8515,3,298.2,309.4,1447,47.1,185,0,No Failure
8516,3,298.2,309.4,1443,45.4,187,0,No Failure
8517,3,298.3,309.6,1527,30.9,189,0,No Failure
8518,1,298.3,309.6,1469,54.8,191,0,No Failure
8519,1,298.3,309.6,1681,27.1,194,0,No Failure
8520,3,298.3,309.6,1420,44.1,197,0,No Failure
8521,1,298.3,309.5,1543,49.9,199,0,No Failure
8522,3,298.4,309.5,1376,50.4,202,0,No Failure
8523,2,298.3,309.4,1631,29.8,0,0,No Failure
8524,2,298.3,309.3,1529,41.7,5,0,No Failure
8525,3,298.3,309.4,1468,46.2,10,0,No Failure
8526,3,298.3,309.4,1378,52.3,12,0,No Failure
8527,3,298.3,309.3,1401,51.9,14,0,No Failure
8528,3,298.4,309.3,1531,37.4,16,0,No Failure
8529,3,298.4,309.3,1512,35.8,18,0,No Failure
8530,1,298.5,309.4,1522,47.4,20,0,No Failure
8531,1,298.5,309.3,1615,31.8,23,0,No Failure
8532,3,298.6,309.3,1449,46.5,26,0,No Failure
8533,3,298.6,309.4,1315,55.5,28,0,No Failure
8534,1,298.6,309.4,1465,41.1,30,0,No Failure
8535,1,298.6,309.5,1404,43.3,33,0,No Failure
8536,3,298.6,309.5,1547,44.8,36,0,No Failure
8537,1,298.6,309.5,1426,45.4,38,0,No Failure
8538,3,298.6,309.5,1730,30.2,41,0,No Failure
8539,3,298.5,309.4,1548,37.7,43,0,No Failure
8540,3,298.5,309.4,1517,40.2,45,0,No Failure
8541,3,298.6,309.5,1687,29.3,47,0,No Failure
8542,3,298.5,309.5,1738,25.2,49,0,No Failure
8543,2,298.4,309.4,1512,35.3,51,0,No Failure
8544,1,298.5,309.4,1365,48.7,56,0,No Failure
8545,2,298.5,309.4,2011,21,59,0,No Failure
8546,3,298.4,309.3,1806,27.6,64,0,No Failure
8547,3,298.4,309.3,1716,28.4,66,0,No Failure
8548,1,298.4,309.4,1666,24.3,68,0,No Failure
8549,3,298.5,309.4,1578,36.3,71,0,No Failure
8550,3,298.3,309.3,1558,37.2,73,0,No Failure
8551,3,298.3,309.2,1456,45.5,75,0,No Failure
8552,1,298.2,309.1,1457,49,77,0,No Failure
8553,3,298.2,309.1,1467,44.5,80,0,No Failure
8554,1,298.1,309,1661,38.2,82,0,No Failure
8555,3,298.1,309,1592,33.9,85,0,No Failure
8556,3,298.2,309,1596,37.2,87,0,No Failure
8557,3,298.2,309,1489,40.6,89,0,No Failure
8558,3,298.3,309,1471,48.3,91,0,No Failure
8559,1,298.3,309,1505,41.3,93,0,No Failure
8560,3,298.3,309,1519,40,96,0,No Failure
8561,3,298.3,309,1408,45.4,98,0,No Failure
8562,3,298.2,308.9,1332,44.4,100,0,No Failure
8563,3,298.1,308.9,1351,52.4,102,0,No Failure
8564,3,298,308.9,1500,36.7,104,0,No Failure
8565,1,298,308.7,1614,30.7,106,0,No Failure
8566,3,298,308.8,1489,36.5,109,0,No Failure
8567,1,297.9,308.7,1751,26.6,111,0,No Failure
8568,3,298,308.7,1511,45.8,114,0,No Failure
8569,3,297.9,308.6,1691,29.6,116,0,No Failure
8570,3,297.9,308.6,1757,27.5,118,0,No Failure
8571,2,297.9,308.7,1545,35.9,120,0,No Failure
8572,3,297.9,308.6,2262,15.7,125,0,No Failure
8573,1,297.7,308.5,1559,35.2,127,0,No Failure
8574,3,297.6,308.4,1626,32.4,130,0,No Failure
8575,3,297.6,308.3,1424,53.9,132,0,No Failure
8576,1,297.6,308.3,1648,29.1,134,0,No Failure
8577,3,297.6,308.3,1523,39.5,137,0,No Failure
8578,3,297.6,308.3,1502,43.2,139,0,No Failure
8579,3,297.5,308.2,1489,40.7,141,0,No Failure
8580,1,297.4,308.1,1620,31.2,143,0,No Failure
8581,3,297.5,308.1,1631,30.6,146,0,No Failure
8582,1,297.5,308,1429,45.8,148,0,No Failure
8583,1,297.5,308.1,1334,72,151,1,Power Failure
8584,3,297.4,308,1423,38,154,0,No Failure
8585,3,297.4,307.9,1390,47.7,156,0,No Failure
8586,1,297.4,307.9,1338,48.5,158,0,No Failure
8587,2,297.3,307.9,1461,37.5,161,0,No Failure
8588,1,297.4,307.9,1627,34.3,166,0,No Failure
8589,3,297.3,307.8,1385,44.4,169,0,No Failure
8590,1,297.3,307.8,1538,48,171,0,No Failure
8591,3,297.4,307.9,1557,35.5,174,0,No Failure
8592,3,297.4,307.9,1606,33.4,176,0,No Failure
8593,1,297.5,308,1430,44.5,178,0,No Failure
8594,1,297.4,308,1601,34.6,181,0,No Failure
8595,3,297.4,308,1356,51.9,184,0,No Failure
8596,1,297.5,308.2,1624,30.9,186,0,No Failure
8597,3,297.5,308.2,1327,56.5,189,0,No Failure
8598,3,297.6,308.3,1410,47,191,0,No Failure
8599,3,297.6,308.3,1478,42.3,193,0,No Failure
8600,3,297.6,308.4,1460,40.3,195,0,No Failure
8601,3,297.5,308.3,1435,40.3,197,0,No Failure
8602,2,297.4,308.2,1359,46.9,199,0,No Failure
8603,3,297.4,308.1,1729,31.7,204,0,No Failure
8604,2,297.3,308,1384,49.1,206,0,No Failure
8605,3,297.4,308.2,1297,52.1,211,0,No Failure
8606,3,297.5,308.4,1633,33.3,213,0,No Failure
8607,1,297.5,308.4,1505,37.2,215,0,No Failure
8608,3,297.5,308.4,1433,50,218,0,No Failure
8609,3,297.4,308.4,1369,50.6,220,1,Overstrain Failure
8610,3,297.4,308.3,1475,40.5,222,1,Tool Wear Failure
8611,3,297.4,308.3,1561,38.3,0,0,No Failure
8612,3,297.4,308.3,1472,45.5,2,0,No Failure
8613,3,297.5,308.4,1441,44.5,4,0,No Failure
8614,1,297.5,308.5,1401,50.5,6,0,No Failure
8615,3,297.5,308.5,1691,33.1,9,0,No Failure
8616,3,297.6,308.6,1382,47.1,11,0,No Failure
8617,3,297.6,308.6,1355,46.4,13,0,No Failure
8618,3,297.6,308.6,1529,45.3,15,0,No Failure
8619,3,297.7,308.7,1829,24.9,17,0,No Failure
8620,2,297.6,308.6,1480,39.8,19,0,No Failure
8621,3,297.6,308.5,1475,42.4,24,0,No Failure
8622,1,297.6,308.5,1431,52.6,26,0,No Failure
8623,3,297.5,308.3,1437,42.3,29,0,No Failure
8624,1,297.5,308.3,1476,45.6,31,0,No Failure
8625,2,297.5,308.4,1490,39.7,34,0,No Failure
8626,3,297.4,308.3,1632,33.5,39,0,No Failure
8627,3,297.4,308.2,1402,49.7,41,0,No Failure
8628,3,297.4,308.3,1347,45.8,43,0,No Failure
8629,3,297.5,308.4,1747,31,45,0,No Failure
8630,2,297.5,308.5,1557,39.1,47,0,No Failure
8631,3,297.4,308.4,1371,57.4,52,0,No Failure
8632,2,297.3,308.3,1506,37,54,0,No Failure
8633,3,297.3,308.3,1590,35.5,59,0,No Failure
8634,3,297.4,308.3,1336,53.7,61,0,No Failure
8635,3,297.3,308.3,1411,43.2,63,0,No Failure
8636,3,297.4,308.3,1704,27.3,65,0,No Failure
8637,3,297.5,308.4,1723,27.3,67,0,No Failure
8638,3,297.5,308.5,1459,39.7,69,0,No Failure
8639,3,297.6,308.5,1572,35.9,71,0,No Failure
8640,3,297.5,308.4,1384,56,73,0,No Failure
8641,3,297.6,308.6,1383,47.5,75,0,No Failure
8642,1,297.6,308.5,1360,48.6,77,0,No Failure
8643,1,297.5,308.4,1596,36.6,80,0,No Failure
8644,3,297.5,308.5,1448,54.3,83,0,No Failure
8645,1,297.6,308.5,1443,38.2,85,0,No Failure
8646,1,297.6,308.6,1492,35.5,88,0,No Failure
8647,3,297.5,308.6,1497,43.9,91,0,No Failure
8648,3,297.5,308.5,1530,38.5,93,0,No Failure
8649,1,297.4,308.4,1478,46.2,95,0,No Failure
8650,3,297.4,308.4,1328,61.8,98,0,No Failure
8651,2,297.4,308.3,1771,27.4,100,0,No Failure
8652,1,297.4,308.4,1564,35,105,0,No Failure
8653,2,297.3,308.3,1461,41.5,108,0,No Failure
8654,1,297.4,308.3,1335,57.9,113,0,No Failure
8655,1,297.4,308.4,1441,46.8,116,0,No Failure
8656,3,297.3,308.3,1268,60.6,119,0,No Failure
